Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
6/8/2024,30600.0,29600.0,31000.0,29400.0 ,17.11M,3.38%
5/8/2024,29600.0,30650.0,31150.0,29500.0 ,22.03M,-5.28%
2/8/2024,31250.0,29850.0,31350.0,29750.0 ,15.35M,3.14%
1/8/2024,30300.0,32100.0,32100.0,30000.0 ,23.88M,-4.72%
31/07/2024,31800.0,32200.0,32300.0,31700.0 ,7.85M,-0.47%
30/07/2024,31950.0,32200.0,32400.0,31900.0 ,5.99M,-0.78%
29/07/2024,32200.0,32350.0,32550.0,32200.0 ,5.70M,0.31%
26/07/2024,32100.0,32100.0,32300.0,31900.0 ,7.00M,0.63%
25/07/2024,31900.0,32300.0,32650.0,31800.0 ,16.46M,-3.04%
24/07/2024,32900.0,33650.0,33900.0,31950.0 ,21.94M,-2.81%
23/07/2024,33850.0,34650.0,34750.0,33850.0 ,12.72M,-2.31%
22/07/2024,34650.0,34750.0,35050.0,34150.0 ,10.11M,-0.43%
19/07/2024,34800.0,34700.0,35200.0,34500.0 ,17.26M,1.31%
18/07/2024,34350.0,34350.0,34400.0,33800.0 ,9.45M,0.59%
17/07/2024,34150.0,34600.0,34950.0,33950.0 ,14.34M,-0.73%
16/07/2024,34400.0,34500.0,35000.0,34350.0 ,7.48M,0.29%
15/07/2024,34300.0,34700.0,34700.0,34300.0 ,3.95M,-0.44%
12/7/2024,34450.0,34800.0,34900.0,34450.0 ,5.11M,-1.01%
11/7/2024,34800.0,34600.0,35150.0,34450.0 ,11.00M,1.31%
10/7/2024,34350.0,34700.0,34750.0,34350.0 ,5.76M,-0.87%
9/7/2024,34650.0,34600.0,34900.0,34300.0 ,10.08M,0.29%
8/7/2024,34550.0,34800.0,35050.0,34400.0 ,7.63M,-0.29%
5/7/2024,34650.0,34400.0,34650.0,34150.0 ,7.44M,0.73%
4/7/2024,34400.0,34450.0,34800.0,34300.0 ,5.77M,-0.15%
3/7/2024,34450.0,34350.0,34600.0,34350.0 ,5.95M,0.29%
2/7/2024,34350.0,34050.0,34350.0,33900.0 ,7.21M,1.33%
1/7/2024,33900.0,34050.0,34100.0,33450.0 ,7.93M,-0.15%
28/06/2024,33950.0,34300.0,34450.0,33750.0 ,11.36M,-1.02%
27/06/2024,34300.0,34300.0,34550.0,34100.0 ,5.31M,-0.29%
26/06/2024,34400.0,34550.0,34650.0,33600.0 ,11.52M,-0.43%
25/06/2024,34550.0,34600.0,34850.0,34400.0 ,6.52M,-0.14%
24/06/2024,34600.0,35450.0,35500.0,34200.0 ,27.19M,-2.54%
21/06/2024,35500.0,35800.0,36000.0,35500.0 ,9.06M,-1.11%
20/06/2024,35900.0,36200.0,36300.0,35400.0 ,14.27M,-0.83%
19/06/2024,36200.0,36200.0,36300.0,35800.0 ,9.77M,0.28%
18/06/2024,36100.0,36100.0,36300.0,35850.0 ,9.69M,0.56%
17/06/2024,35900.0,36000.0,36250.0,35750.0 ,12.55M,-0.55%
14/06/2024,36100.0,36700.0,37200.0,36100.0 ,26.74M,-1.10%
13/06/2024,36500.0,36800.0,36900.0,36350.0 ,13.01M,-0.27%
12/6/2024,36600.0,35850.0,36600.0,35800.0 ,27.35M,2.23%
11/6/2024,35800.0,35500.0,35800.0,35250.0 ,14.78M,1.27%
10/6/2024,35350.0,35500.0,35800.0,35350.0 ,13.31M,-0.28%
7/6/2024,35450.0,35650.0,35650.0,35300.0 ,6.45M,0.14%
6/6/2024,35400.0,35600.0,35650.0,35200.0 ,8.63M,0.00%
5/6/2024,35400.0,35450.0,35800.0,35400.0 ,14.11M,0.00%
4/6/2024,35400.0,35400.0,35900.0,35350.0 ,11.44M,0.00%
3/6/2024,35400.0,35000.0,35600.0,35000.0 ,12.49M,2.02%
31/05/2024,34700.0,34850.0,35000.0,34600.0 ,8.44M,-0.43%
30/05/2024,34850.0,35000.0,35050.0,34300.0 ,18.86M,-0.99%
29/05/2024,35200.0,35750.0,35900.0,35100.0 ,13.09M,-1.12%
28/05/2024,35600.0,35300.0,35600.0,35150.0 ,13.04M,1.42%
27/05/2024,35100.0,35250.0,35500.0,34800.0 ,16.84M,-0.43%
24/05/2024,35250.0,36300.0,36450.0,34800.0 ,28.29M,-3.95%
23/05/2024,36700.0,36400.0,36700.0,35850.0 ,16.68M,0.69%
22/05/2024,36450.0,36800.0,37350.0,36400.0 ,22.69M,-0.95%
21/05/2024,36800.0,36550.0,36800.0,36300.0 ,14.04M,0.41%
20/05/2024,36650.0,36600.0,37100.0,36500.0 ,19.95M,0.69%
17/05/2024,36400.0,36100.0,36600.0,35950.0 ,14.82M,0.83%
16/05/2024,36100.0,36350.0,36400.0,36050.0 ,13.62M,0.42%
15/05/2024,35950.0,35700.0,36300.0,35500.0 ,20.29M,1.27%
14/05/2024,35500.0,35650.0,35900.0,35350.0 ,7.03M,-0.28%
13/05/2024,35600.0,35650.0,35900.0,35250.0 ,10.27M,0.42%
10/5/2024,35450.0,35300.0,35500.0,35000.0 ,12.12M,0.71%
9/5/2024,35200.0,35850.0,35900.0,35050.0 ,15.34M,-1.26%
8/5/2024,35650.0,35200.0,35900.0,35100.0 ,13.71M,0.28%
7/5/2024,35550.0,35800.0,36000.0,35400.0 ,8.27M,-0.28%
6/5/2024,35650.0,35000.0,36050.0,34950.0 ,16.79M,2.89%
3/5/2024,34650.0,35100.0,35300.0,34600.0 ,9.16M,-0.14%
2/5/2024,34700.0,35200.0,35300.0,34300.0 ,12.22M,-1.42%
26/04/2024,35200.0,34850.0,35350.0,34700.0 ,13.82M,-0.42%
25/04/2024,35350.0,35650.0,35650.0,35100.0 ,10.58M,-0.84%
24/04/2024,35650.0,35000.0,35950.0,34900.0 ,21.33M,3.33%
23/04/2024,34500.0,35100.0,35300.0,34300.0 ,16.74M,-1.71%
22/04/2024,35100.0,34200.0,35500.0,33950.0 ,19.50M,5.72%
19/04/2024,33200.0,33950.0,34800.0,33050.0 ,29.56M,-3.49%
17/04/2024,34400.0,35450.0,35500.0,34400.0 ,13.93M,-2.27%
16/04/2024,35200.0,35100.0,35300.0,34100.0 ,32.80M,0.72%
15/04/2024,34950.0,37300.0,37650.0,34950.0 ,29.94M,-6.92%
12/4/2024,37550.0,37350.0,37800.0,37050.0 ,19.50M,1.08%
11/4/2024,37150.0,36550.0,37400.0,36550.0 ,11.89M,0.54%
10/4/2024,36950.0,37600.0,37600.0,36950.0 ,8.53M,-1.47%
9/4/2024,37500.0,36900.0,37500.0,36700.0 ,13.24M,2.18%
8/4/2024,36700.0,36800.0,37000.0,36650.0 ,12.12M,-0.27%
5/4/2024,36800.0,37150.0,37300.0,36800.0 ,31.24M,-2.26%
4/4/2024,37650.0,38050.0,38200.0,37650.0 ,24.88M,-1.05%
3/4/2024,38050.0,38800.0,39200.0,38000.0 ,25.75M,-2.19%
2/4/2024,38900.0,38300.0,39000.0,38000.0 ,21.15M,0.26%
1/4/2024,38800.0,38500.0,39200.0,37850.0 ,31.09M,0.78%
29/03/2024,38500.0,39050.0,39100.0,38500.0 ,17.53M,-1.66%
28/03/2024,39150.0,39000.0,39250.0,38800.0 ,26.42M,1.69%
27/03/2024,38500.0,38300.0,38500.0,37900.0 ,18.78M,1.32%
26/03/2024,38000.0,37400.0,38200.0,37150.0 ,19.52M,1.33%
25/03/2024,37500.0,37850.0,38300.0,37300.0 ,24.34M,-0.79%
22/03/2024,37800.0,37800.0,38450.0,37600.0 ,29.82M,0.40%
21/03/2024,37650.0,37950.0,38000.0,37500.0 ,27.18M,1.21%
20/03/2024,37200.0,36400.0,37200.0,36250.0 ,16.36M,2.90%
19/03/2024,36150.0,36700.0,37000.0,36150.0 ,14.63M,-1.36%
18/03/2024,36650.0,37850.0,38000.0,35600.0 ,48.61M,-3.04%
15/03/2024,37800.0,37800.0,37900.0,37100.0 ,27.98M,-0.13%
14/03/2024,37850.0,38050.0,39000.0,37800.0 ,39.36M,-0.26%
13/03/2024,37950.0,36400.0,38100.0,36300.0 ,35.79M,4.55%
12/3/2024,36300.0,36350.0,36600.0,36050.0 ,21.93M,-0.14%
11/3/2024,36350.0,36800.0,37150.0,36200.0 ,24.85M,-1.22%
8/3/2024,36800.0,37900.0,38100.0,36800.0 ,35.88M,-2.39%
7/3/2024,37700.0,37000.0,37950.0,36850.0 ,34.06M,1.62%
6/3/2024,37100.0,37400.0,37800.0,36700.0 ,27.68M,-0.80%
5/3/2024,37400.0,37150.0,37450.0,36650.0 ,31.39M,0.67%
4/3/2024,37150.0,37800.0,37850.0,37000.0 ,25.35M,-0.54%
1/3/2024,37350.0,37400.0,37700.0,37000.0 ,21.49M,0.95%
29/02/2024,37000.0,36400.0,37700.0,36300.0 ,43.19M,2.49%
28/02/2024,36100.0,36100.0,36250.0,35650.0 ,26.07M,0.56%
27/02/2024,35900.0,35250.0,36450.0,35100.0 ,47.04M,2.28%
26/02/2024,35100.0,34100.0,35350.0,34050.0 ,26.88M,2.78%
23/02/2024,34150.0,34600.0,34900.0,34050.0 ,24.14M,-1.44%
22/02/2024,34650.0,34850.0,34950.0,34550.0 ,14.41M,-0.86%
21/02/2024,34950.0,35300.0,35300.0,34700.0 ,18.55M,-0.99%
20/02/2024,35300.0,35650.0,35800.0,35250.0 ,18.10M,0.28%
19/02/2024,35200.0,35000.0,35200.0,34400.0 ,32.83M,0.57%
16/02/2024,35000.0,35350.0,35400.0,34900.0 ,18.04M,-0.28%
15/02/2024,35100.0,35200.0,35500.0,35000.0 ,14.89M,0.00%
7/2/2024,35100.0,35000.0,35350.0,34900.0 ,15.71M,0.29%
6/2/2024,35000.0,35150.0,35450.0,34900.0 ,13.20M,0.14%
5/2/2024,34950.0,34800.0,35150.0,34500.0 ,19.53M,0.43%
2/2/2024,34800.0,34900.0,35450.0,34800.0 ,23.51M,0.43%
1/2/2024,34650.0,34450.0,34850.0,34400.0 ,11.15M,0.73%
31/01/2024,34400.0,34300.0,35150.0,34200.0 ,44.82M,0.73%
30/01/2024,34150.0,33850.0,34150.0,33800.0 ,11.91M,0.59%
29/01/2024,33950.0,34200.0,34400.0,33850.0 ,12.26M,-0.44%
26/01/2024,34100.0,34150.0,34350.0,33950.0 ,14.29M,0.44%
25/01/2024,33950.0,34050.0,34200.0,33850.0 ,10.94M,-0.15%
24/01/2024,34000.0,33750.0,34400.0,33700.0 ,27.35M,0.59%
23/01/2024,33800.0,34000.0,34100.0,33650.0 ,12.56M,-0.44%
22/01/2024,33950.0,33900.0,34000.0,33400.0 ,16.81M,0.74%
19/01/2024,33700.0,34000.0,34100.0,33400.0 ,22.39M,-0.30%
18/01/2024,33800.0,33800.0,34050.0,33650.0 ,14.74M,0.45%
17/01/2024,33650.0,33500.0,34500.0,33450.0 ,26.22M,0.45%
16/01/2024,33500.0,33000.0,33500.0,32750.0 ,19.32M,1.52%
15/01/2024,33000.0,34000.0,34100.0,33000.0 ,22.25M,-2.51%
12/1/2024,33850.0,33600.0,34000.0,33350.0 ,25.26M,-0.15%
11/1/2024,33900.0,33750.0,34400.0,33600.0 ,25.47M,0.59%
10/1/2024,33700.0,33950.0,34050.0,33350.0 ,23.83M,-0.88%
9/1/2024,34000.0,34200.0,34350.0,33900.0 ,18.99M,-0.29%
8/1/2024,34100.0,34450.0,34500.0,34000.0 ,20.73M,-0.15%
5/1/2024,34150.0,33800.0,34150.0,33600.0 ,25.14M,1.64%
4/1/2024,33600.0,33000.0,34200.0,33000.0 ,58.71M,1.97%
3/1/2024,32950.0,32350.0,32950.0,32300.0 ,11.41M,1.38%
2/1/2024,32500.0,33000.0,33200.0,32500.0 ,18.05M,-0.91%
29/12/2023,32800.0,32950.0,33100.0,32750.0 ,12.79M,-0.61%
28/12/2023,33000.0,32850.0,33150.0,32650.0 ,10.90M,0.61%
27/12/2023,32800.0,32950.0,33150.0,32800.0 ,16.10M,0.15%
26/12/2023,32750.0,32600.0,32900.0,32500.0 ,14.01M,0.61%
25/12/2023,32550.0,32350.0,32750.0,32100.0 ,13.95M,0.62%
22/12/2023,32350.0,32350.0,32950.0,32200.0 ,17.46M,0.47%
21/12/2023,32200.0,32050.0,32300.0,32000.0 ,8.08M,-0.31%
20/12/2023,32300.0,32150.0,32600.0,31950.0 ,13.51M,0.47%
19/12/2023,32150.0,31750.0,32150.0,31350.0 ,15.69M,1.42%
18/12/2023,31700.0,31850.0,32150.0,31650.0 ,11.32M,-0.31%
15/12/2023,31800.0,32100.0,32500.0,31700.0 ,19.87M,-0.63%
14/12/2023,32000.0,32500.0,32500.0,31900.0 ,15.66M,0.00%
13/12/2023,32000.0,32900.0,32950.0,32000.0 ,21.55M,-1.84%
12/12/2023,32600.0,32800.0,33000.0,32500.0 ,12.45M,-0.31%
11/12/2023,32700.0,32600.0,33050.0,32100.0 ,20.00M,0.31%
8/12/2023,32600.0,32700.0,33000.0,32300.0 ,18.08M,-0.76%
7/12/2023,32850.0,33600.0,33700.0,32050.0 ,44.21M,-2.23%
6/12/2023,33600.0,33350.0,33850.0,33250.0 ,17.90M,0.90%
5/12/2023,33300.0,33650.0,33700.0,33150.0 ,23.48M,-0.89%
4/12/2023,33600.0,32900.0,34000.0,32550.0 ,45.28M,5.00%
1/12/2023,32000.0,31700.0,32250.0,31250.0 ,20.04M,2.24%
30/11/2023,31300.0,31600.0,32150.0,31300.0 ,16.68M,-0.95%
29/11/2023,31600.0,31500.0,31950.0,31300.0 ,12.22M,0.64%
28/11/2023,31400.0,31000.0,31500.0,30200.0 ,21.40M,1.29%
27/11/2023,31000.0,31950.0,32000.0,31000.0 ,15.10M,-3.13%
24/11/2023,32000.0,31250.0,32000.0,30700.0 ,24.68M,3.56%
23/11/2023,30900.0,33200.0,33200.0,30900.0 ,27.08M,-6.08%
22/11/2023,32900.0,32500.0,32950.0,32300.0 ,22.92M,1.08%
21/11/2023,32550.0,32800.0,32800.0,32300.0 ,17.29M,0.46%
20/11/2023,32400.0,30700.0,32700.0,30650.0 ,26.50M,2.86%
17/11/2023,31500.0,32350.0,32600.0,31100.0 ,29.29M,-2.48%
16/11/2023,32300.0,31900.0,32300.0,31350.0 ,19.05M,1.10%
15/11/2023,31950.0,32800.0,32800.0,31900.0 ,26.91M,0.63%
14/11/2023,31750.0,31950.0,32200.0,31350.0 ,23.24M,0.95%
13/11/2023,31450.0,31000.0,31600.0,30800.0 ,20.86M,2.11%
10/11/2023,30800.0,30600.0,31900.0,30550.0 ,32.34M,-0.16%
9/11/2023,30850.0,30650.0,31600.0,30550.0 ,33.98M,1.82%
8/11/2023,30300.0,28350.0,30300.0,28300.0 ,31.63M,6.88%
7/11/2023,28350.0,28900.0,29300.0,28300.0 ,18.33M,-2.24%
6/11/2023,29000.0,29150.0,29300.0,28800.0 ,17.86M,0.35%
3/11/2023,28900.0,29000.0,29050.0,28300.0 ,25.38M,0.00%
2/11/2023,28900.0,27600.0,29000.0,27500.0 ,27.48M,6.45%
1/11/2023,27150.0,25750.0,27150.0,25750.0 ,30.98M,5.44%
31/10/2023,25750.0,27550.0,27900.0,25650.0 ,36.44M,-6.36%
30/10/2023,27500.0,29000.0,29350.0,27500.0 ,16.79M,-6.62%
27/10/2023,29450.0,29250.0,29800.0,28750.0 ,20.05M,2.61%
26/10/2023,28700.0,29700.0,29950.0,28650.0 ,54.16M,-6.82%
25/10/2023,30800.0,31000.0,31550.0,30800.0 ,14.38M,-0.81%
24/10/2023,31050.0,31000.0,31150.0,30450.0 ,14.25M,1.47%
23/10/2023,30600.0,30600.0,31350.0,30400.0 ,15.34M,-2.24%
20/10/2023,31300.0,30100.0,31400.0,29100.0 ,28.20M,3.99%
19/10/2023,30100.0,31550.0,31750.0,29800.0 ,28.87M,-4.60%
18/10/2023,31550.0,31800.0,32150.0,29800.0 ,28.50M,0.32%
17/10/2023,31450.0,32400.0,32900.0,31450.0 ,19.54M,-2.02%
16/10/2023,32100.0,33550.0,33600.0,31900.0 ,28.36M,-4.32%
13/10/2023,33550.0,33300.0,34100.0,33000.0 ,22.03M,-0.15%
12/10/2023,33600.0,34100.0,34100.0,33400.0 ,18.15M,-1.18%
11/10/2023,34000.0,32800.0,34000.0,32550.0 ,23.56M,3.98%
10/10/2023,32700.0,33600.0,33900.0,32700.0 ,27.78M,-1.51%
9/10/2023,33200.0,32900.0,33500.0,32400.0 ,21.95M,0.76%
6/10/2023,32950.0,31650.0,32950.0,31200.0 ,26.50M,4.11%
5/10/2023,31650.0,31900.0,32400.0,31500.0 ,22.26M,-0.31%
4/10/2023,31750.0,29800.0,32300.0,29650.0 ,33.56M,5.13%
3/10/2023,30200.0,31600.0,31650.0,30100.0 ,42.25M,-5.92%
2/10/2023,32100.0,31800.0,32650.0,31700.0 ,17.21M,0.94%
29/09/2023,31800.0,32900.0,32900.0,31800.0 ,19.99M,-1.55%
28/09/2023,32300.0,32800.0,32900.0,31700.0 ,27.91M,-2.12%
27/09/2023,33000.0,31700.0,33000.0,30900.0 ,32.05M,6.80%
26/09/2023,30900.0,31000.0,32450.0,30300.0 ,38.70M,1.81%
25/09/2023,30350.0,32200.0,33100.0,30350.0 ,42.95M,-6.90%
22/09/2023,32600.0,33650.0,33950.0,32350.0 ,69.56M,-6.19%
21/09/2023,34750.0,36400.0,36450.0,34750.0 ,49.19M,-4.66%
20/09/2023,36450.0,36400.0,37000.0,36100.0 ,22.95M,0.69%
19/09/2023,36200.0,35800.0,36200.0,35200.0 ,19.56M,1.40%
18/09/2023,35700.0,35000.0,35950.0,34900.0 ,25.49M,0.56%
15/09/2023,35500.0,35900.0,36050.0,35000.0 ,23.63M,-0.42%
14/09/2023,35650.0,35800.0,36250.0,34900.0 ,33.91M,-0.42%
13/09/2023,35800.0,36200.0,36600.0,35500.0 ,35.64M,0.00%
12/9/2023,35800.0,33650.0,35800.0,33500.0 ,37.13M,6.87%
11/9/2023,33500.0,34000.0,34350.0,33400.0 ,34.43M,-0.74%
8/9/2023,33750.0,33500.0,34100.0,33400.0 ,16.66M,0.30%
7/9/2023,33650.0,34100.0,34150.0,33300.0 ,21.47M,-1.03%
6/9/2023,34000.0,33350.0,34500.0,32950.0 ,19.66M,1.95%
5/9/2023,33350.0,33600.0,33700.0,32800.0 ,27.14M,-0.15%
31/08/2023,33400.0,33500.0,33750.0,33300.0 ,17.64M,-0.30%
30/08/2023,33500.0,32400.0,33900.0,32100.0 ,24.98M,3.55%
29/08/2023,32350.0,32500.0,32800.0,31700.0 ,35.20M,-0.31%
28/08/2023,32450.0,32300.0,32700.0,32100.0 ,26.97M,0.78%
25/08/2023,32200.0,31700.0,32500.0,31650.0 ,32.43M,0.63%
24/08/2023,32000.0,30300.0,32100.0,30150.0 ,38.30M,5.26%
23/08/2023,30400.0,31000.0,31150.0,30150.0 ,32.90M,-0.98%
22/08/2023,30700.0,29000.0,30700.0,27850.0 ,51.81M,6.41%
21/08/2023,28850.0,29000.0,29150.0,28500.0 ,35.54M,1.94%
18/08/2023,28300.0,29700.0,30400.0,28000.0 ,46.44M,-5.51%
17/08/2023,29950.0,29050.0,30600.0,29050.0 ,59.16M,3.81%
16/08/2023,28850.0,28650.0,29150.0,28450.0 ,14.34M,0.52%
15/08/2023,28700.0,29200.0,29200.0,28650.0 ,13.18M,-1.54%
14/08/2023,29150.0,28450.0,29400.0,28100.0 ,30.33M,3.55%
11/8/2023,28150.0,28250.0,28300.0,27650.0 ,27.54M,0.18%
10/8/2023,28100.0,28600.0,28850.0,28100.0 ,23.38M,-1.75%
9/8/2023,28600.0,28900.0,29200.0,28550.0 ,16.62M,-1.72%
8/8/2023,29100.0,29850.0,29850.0,29000.0 ,11.63M,-2.02%
7/8/2023,29700.0,29600.0,29950.0,29400.0 ,15.09M,1.71%
4/8/2023,29200.0,28500.0,29400.0,28500.0 ,14.99M,2.46%
3/8/2023,28500.0,28950.0,29050.0,28300.0 ,15.21M,-1.72%
2/8/2023,29000.0,28700.0,29150.0,28600.0 ,11.46M,0.69%
1/8/2023,28800.0,29700.0,29700.0,28800.0 ,16.38M,-2.87%
31/07/2023,29650.0,29950.0,30200.0,29350.0 ,15.22M,-0.34%
28/07/2023,29750.0,29450.0,29900.0,29350.0 ,13.13M,1.02%
27/07/2023,29450.0,29000.0,29700.0,28900.0 ,16.47M,1.55%
26/07/2023,29000.0,28800.0,29050.0,28400.0 ,12.78M,0.69%
25/07/2023,28800.0,28700.0,29100.0,28500.0 ,14.45M,0.35%
24/07/2023,28700.0,29100.0,29200.0,28400.0 ,14.54M,-0.17%
21/07/2023,28750.0,28000.0,28800.0,27850.0 ,16.46M,2.68%
20/07/2023,28000.0,28500.0,28500.0,27600.0 ,28.83M,-1.75%
19/07/2023,28500.0,28600.0,28900.0,28450.0 ,10.05M,-0.18%
18/07/2023,28550.0,28800.0,28800.0,28450.0 ,12.42M,-0.87%
17/07/2023,28800.0,28550.0,29200.0,28550.0 ,14.47M,1.05%
14/07/2023,28500.0,28500.0,28600.0,27950.0 ,16.10M,0.35%
13/07/2023,28400.0,28250.0,28500.0,28000.0 ,16.16M,1.61%
12/7/2023,27950.0,28300.0,28600.0,27650.0 ,23.04M,-0.36%
11/7/2023,28050.0,27400.0,28450.0,27400.0 ,27.10M,2.00%
10/7/2023,27500.0,26650.0,27500.0,26650.0 ,30.63M,3.97%
7/7/2023,26450.0,26100.0,26450.0,25650.0 ,14.80M,0.57%
6/7/2023,26300.0,26200.0,26700.0,25800.0 ,26.81M,0.38%
5/7/2023,26200.0,26700.0,26700.0,26200.0 ,15.87M,-1.13%
4/7/2023,26500.0,25700.0,26500.0,25550.0 ,24.38M,3.11%
3/7/2023,25700.0,26050.0,26100.0,25650.0 ,13.14M,-0.39%
30/06/2023,25800.0,25500.0,25900.0,25400.0 ,14.52M,1.38%
29/06/2023,25450.0,26650.0,26650.0,25450.0 ,19.94M,-4.14%
28/06/2023,26550.0,26600.0,26950.0,26400.0 ,16.42M,-0.19%
27/06/2023,26600.0,25850.0,26750.0,25800.0 ,20.38M,3.10%
26/06/2023,25800.0,26000.0,26050.0,25250.0 ,17.38M,-0.77%
23/06/2023,26000.0,26100.0,26200.0,25750.0 ,12.48M,-0.38%
22/06/2023,26100.0,26100.0,26500.0,25800.0 ,15.25M,0.38%
21/06/2023,26000.0,25700.0,26200.0,25600.0 ,19.26M,1.17%
20/06/2023,25700.0,25800.0,25950.0,24950.0 ,19.25M,1.18%
19/06/2023,25400.0,25303.8,25688.6,25111.4 ,15.01M,1.15%
16/06/2023,25111.4,25063.3,26169.7,25063.3 ,34.45M,1.56%
15/06/2023,24726.5,24534.1,24822.7,24486.0 ,14.24M,1.18%
14/06/2023,24437.9,24534.1,25207.6,24389.8 ,25.25M,0.20%
13/06/2023,24389.8,24534.1,24726.5,24149.2 ,18.42M,0.00%
12/6/2023,24389.8,24293.6,24437.9,23764.4 ,17.31M,0.40%
9/6/2023,24293.6,23572.0,24293.6,23331.4 ,22.96M,3.91%
8/6/2023,23379.5,24341.7,24437.9,23379.5 ,34.76M,-3.19%
7/6/2023,24149.2,24197.3,24437.9,23956.8 ,18.17M,-0.20%
6/6/2023,24197.3,23187.1,24341.7,22994.7 ,34.32M,4.36%
5/6/2023,23187.1,23523.9,23668.2,22994.7 ,18.89M,0.00%
2/6/2023,23187.1,22898.5,23427.6,22802.3 ,27.30M,2.77%
1/6/2023,22561.7,22321.2,22706.1,22176.9 ,16.36M,1.30%
31/05/2023,22273.1,22369.3,22609.8,22128.8 ,18.63M,-0.86%
30/05/2023,22465.5,22609.8,22706.1,22225.0 ,14.84M,-0.21%
29/05/2023,22513.6,21984.5,22561.7,21888.3 ,17.60M,3.77%
26/05/2023,21695.8,21695.8,21840.1,21647.7 ,8.27M,0.22%
25/05/2023,21647.7,21743.9,21840.1,21599.6 ,15.72M,-0.88%
24/05/2023,21840.1,22273.1,22321.2,21840.1 ,24.78M,-0.66%
23/05/2023,21984.5,22128.8,22417.4,21936.4 ,20.31M,-0.22%
22/05/2023,22032.6,22225.0,22321.2,21984.5 ,14.78M,0.00%
19/05/2023,22032.6,21936.4,22417.4,21792.0 ,15.67M,0.44%
18/05/2023,21936.4,21743.9,22273.1,21599.6 ,27.10M,1.56%
17/05/2023,21599.6,22032.6,22128.8,21551.5 ,22.65M,-1.97%
16/05/2023,22032.6,22032.6,22273.1,21984.5 ,19.67M,0.00%
15/05/2023,22032.6,22609.8,22706.1,22032.6 ,20.85M,-1.51%
12/5/2023,22369.3,21503.4,22369.3,21455.3 ,27.51M,3.79%
11/5/2023,21551.5,21647.7,22032.6,21551.5 ,19.76M,-0.44%
10/5/2023,21647.7,21407.2,21840.1,21407.2 ,19.04M,1.12%
9/5/2023,21407.2,21551.5,21599.6,21214.8 ,13.21M,-0.22%
8/5/2023,21455.3,20829.9,21455.3,20781.8 ,28.57M,3.96%
5/5/2023,20637.5,20926.1,20974.2,20637.5 ,8.50M,-1.38%
4/5/2023,20926.1,20541.3,21070.4,20493.2 ,16.52M,0.93%
28/04/2023,20733.7,20493.2,20733.7,20445.1 ,16.66M,1.89%
27/04/2023,20348.9,20589.4,20637.5,20300.8 ,9.14M,-0.94%
26/04/2023,20541.3,20300.8,20541.3,19915.9 ,17.55M,1.18%
25/04/2023,20300.8,20829.9,20878.0,20156.4 ,18.71M,-1.86%
24/04/2023,20685.6,20878.0,21070.4,20637.5 ,9.65M,-0.69%
21/04/2023,20829.9,20589.4,21359.1,20541.3 ,30.66M,2.61%
20/04/2023,20300.8,20397.0,20589.4,20252.6 ,9.55M,-0.94%
19/04/2023,20493.2,20974.2,21022.3,20445.1 ,13.63M,-2.07%
18/04/2023,20926.1,20637.5,20926.1,20348.9 ,19.09M,1.87%
17/04/2023,20541.3,20397.0,20685.6,20348.9 ,12.90M,0.71%
14/04/2023,20397.0,21070.4,21214.8,20397.0 ,26.94M,-2.53%
13/04/2023,20926.1,21262.9,21407.2,20829.9 ,17.75M,-1.14%
12/4/2023,21166.7,21743.9,21840.1,21118.6 ,17.02M,-2.65%
11/4/2023,21743.9,21551.5,21743.9,20974.2 ,25.25M,0.89%
10/4/2023,21551.5,21888.3,22321.2,21407.2 ,26.26M,-0.44%
7/4/2023,21647.7,21070.4,21647.7,20926.1 ,25.29M,2.97%
6/4/2023,21022.3,21792.0,22128.8,21022.3 ,25.23M,-2.89%
5/4/2023,21647.7,21551.5,21743.9,21262.9 ,18.37M,0.00%
4/4/2023,21647.7,21262.9,21840.1,20974.2 ,31.00M,2.27%
3/4/2023,21166.7,21166.7,21311.0,21070.4 ,31.84M,2.33%
31/03/2023,20685.6,20252.6,20878.0,20060.2 ,31.98M,2.63%
30/03/2023,20156.4,20685.6,20878.0,20156.4 ,23.21M,-0.47%
29/03/2023,20252.6,20012.1,20300.8,19964.0 ,15.84M,1.20%
28/03/2023,20012.1,20397.0,20493.2,19964.0 ,18.89M,-0.95%
27/03/2023,20204.5,19723.5,20589.4,19675.4 ,23.49M,2.69%
24/03/2023,19675.4,19675.4,19867.8,19627.3 ,18.61M,0.49%
23/03/2023,19579.2,18953.8,19627.3,18905.7 ,17.49M,2.52%
22/03/2023,19098.1,19386.7,19531.1,19098.1 ,12.30M,-0.75%
21/03/2023,19242.4,18953.8,19242.4,18617.0 ,17.55M,2.56%
20/03/2023,18761.4,19434.8,19483.0,18761.4 ,18.55M,-3.94%
17/03/2023,19531.1,19627.3,19723.5,19290.5 ,19.30M,0.74%
16/03/2023,19386.7,19434.8,19867.8,19386.7 ,19.59M,-0.98%
15/03/2023,19579.2,18905.7,19579.2,18761.4 ,28.46M,6.82%
14/03/2023,18328.4,18905.7,18953.8,18280.3 ,15.08M,-3.05%
13/03/2023,18905.7,18809.5,19194.3,18472.7 ,20.54M,-0.76%
10/3/2023,19050.0,18809.5,19098.1,18713.3 ,13.37M,0.00%
